INFO     | 2020-04-27 20:24:34,324 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2020-04-27 20:24:34,328 | config     | Setting 'alignment' to 'Homalopsidae_Cytb_4-27-2020.phy'
INFO     | 2020-04-27 20:24:34,329 | config     | Setting 'branchlengths' to 'unlinked'
INFO     | 2020-04-27 20:24:34,331 | parser     | You set 'models' to: all
INFO     | 2020-04-27 20:24:34,367 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2020-04-27 20:24:34,368 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2020-04-27 20:24:34,369 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2020-04-27 20:24:34,371 | config     | Setting 'search' to 'greedy'
INFO     | 2020-04-27 20:24:34,372 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2020-04-27 20:24:34,372 | config     | Looking for alignment file './Homalopsidae_Cytb_4-27-2020.phy'...
INFO     | 2020-04-27 20:24:34,373 | threadpool | Using 8 cpus
INFO     | 2020-04-27 20:24:34,374 | analysis   | Beginning Analysis
INFO     | 2020-04-27 20:24:34,393 | alignment  | Reading alignment file './Homalopsidae_Cytb_4-27-2020.phy'
INFO     | 2020-04-27 20:24:34,412 | analysis   | Starting tree will be estimated from the data.
INFO     | 2020-04-27 20:24:34,413 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2020-04-27 20:24:34,419 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2020-04-27 22:03:45,543 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2020-04-27 22:07:44,243 | raxml      | ML topology estimation finished
INFO     | 2020-04-27 22:07:44,260 | analysis_m | Performing Greedy Analysis
INFO     | 2020-04-27 22:07:44,261 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2020-04-27 22:11:35,471 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2020-04-27 22:14:29,156 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2020-04-27 22:17:49,564 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2020-04-27 22:17:49,589 | analysis_m |    ***Greedy algorithm step 1***
INFO     | 2020-04-27 22:17:49,592 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2020-04-27 22:25:18,604 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2020-04-27 22:33:38,880 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2020-04-27 22:40:49,771 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2020-04-27 22:40:49,775 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-04-27 22:40:49,781 | analysis_m |       Best scheme combines subsets: 'Gene1_pos3' and 'Gene1_pos2'
INFO     | 2020-04-27 22:40:49,784 | analysis_m |       The best scheme improves the aicc score by 3871.61 to 35199.6
INFO     | 2020-04-27 22:40:49,810 | analysis_m |    ***Greedy algorithm step 2***
INFO     | 2020-04-27 22:40:49,813 | analysis_m |       Analysing 1 new subset pairs
INFO     | 2020-04-27 22:51:19,233 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2020-04-27 22:51:19,236 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-04-27 22:51:19,238 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2020-04-27 22:51:19,239 | analysis_m |    Greedy algorithm finished after 2 steps
INFO     | 2020-04-27 22:51:19,240 | analysis_m |    Best scoring scheme is scheme step_1, with aicc score of 35199.555
INFO     | 2020-04-27 22:51:19,242 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2020-04-27 22:51:19,268 | model_util |    
INFO     | 2020-04-27 22:51:19,270 | model_util |    
INFO     | 2020-04-27 22:51:19,271 | model_util |    *Citations for this analysis*
INFO     | 2020-04-27 22:51:19,273 | model_util |    -----------------------------
INFO     | 2020-04-27 22:51:19,274 | model_util |    
INFO     | 2020-04-27 22:51:19,275 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2020-04-27 22:51:19,278 | model_util |    
INFO     | 2020-04-27 22:51:19,281 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2020-04-27 22:51:19,283 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2020-04-27 22:51:19,286 | model_util |    
INFO     | 2020-04-27 22:51:19,287 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2020-04-27 22:51:19,294 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2020-04-27 22:51:19,296 | model_util |    
INFO     | 2020-04-27 22:51:19,298 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2020-04-27 22:51:19,300 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2020-04-27 22:51:19,302 | model_util |    
INFO     | 2020-04-27 22:51:19,326 | main       | Total processing time: 2:26:45 (h:m:s)
INFO     | 2020-04-27 22:51:19,328 | main       | Processing complete.
